Id,Name,Type,RAh,Dec,Vmag,MajorArcmin,MinorArcmin,PAdeg,SourceCatalog
IC0010,IC0010,galaxy,0.338150,59.303778,11.780,6.760,6.030,129.000,ic
IC0239,IC0239,galaxy,2.607744,38.969917,11.890,4.250,4.010,75.000,ic
IC0342,IC0342,galaxy,3.780139,68.096361,9.680,19.770,18.790,0.000,ic
IC0356,IC0356,galaxy,4.129697,69.812444,11.560,4.020,3.730,90.000,ic
IC0398,IC0398,galaxy,4.970156,-7.780250,10.950,1.180,0.340,2.000,ic
IC0422,IC0422,galaxy,5.538486,-17.223861,10.740,1.040,0.930,130.000,ic
IC0433,IC0433,galaxy,5.675375,-11.665583,10.930,1.420,1.120,138.000,ic
IC0500,IC0500,galaxy,8.211000,-16.050806,10.720,1.770,0.710,54.000,ic
IC0672,IC0672,galaxy,11.134231,-12.484167,11.940,0.750,0.330,155.000,ic
IC1330,IC1330,galaxy,20.770817,-14.023222,11.650,1.250,0.410,109.000,ic
IC1342,IC1342,galaxy,21.007067,-14.495861,11.660,1.080,0.410,74.000,ic
IC1442,IC1442,open_cluster,22.267036,53.991333,9.530,4.200,,,ic
IC1459,IC1459,galaxy,22.952947,-36.462222,10.940,4.610,3.230,43.000,ic
IC1613,IC1613,galaxy,1.079942,2.117778,10.010,18.320,17.140,50.000,ic
IC2157,IC2157,open_cluster,6.079883,24.071028,8.910,2.700,,,ic
IC2163,IC2163,galaxy,6.274439,-21.375861,11.740,3.370,0.950,103.000,ic
IC2375,IC2375,galaxy,8.438797,-13.303139,11.120,2.180,0.350,84.000,ic
IC2379,IC2379,galaxy,8.441056,-13.292861,11.680,0.960,0.490,35.000,ic
IC2391,omi Vel Cluster,open_cluster,8.675522,-53.035472,2.500,29.100,,,ic
IC2395,IC2395,open_cluster,8.708364,-48.150556,4.600,6.000,,,ic
IC2488,IC2488,open_cluster,9.460619,-57.006944,7.400,7.200,,,ic
IC2574,Coddington's Nebula,galaxy,10.473189,68.412139,10.820,12.910,5.570,48.000,ic
IC2581,IC2581,open_cluster,10.458097,-57.617306,4.790,6.000,,,ic
IC2714,IC2714,open_cluster,11.290931,-62.725111,8.200,7.200,,,ic
IC3370,IC3370,galaxy,12.460369,-39.337778,11.990,3.120,2.290,53.000,ic
IC4269,IC4269,galaxy,13.489178,37.623083,11.590,0.460,0.460,85.000,ic
IC4291,IC4291,open_cluster,13.615669,-62.093111,10.300,5.100,,,ic
IC4296,IC4296,galaxy,13.610842,-33.965833,11.570,4.620,2.430,42.000,ic
IC4499,IC4499,globular_cluster,15.005347,-82.213500,8.560,5.100,,,ic
IC4651,IC4651,open_cluster,17.413650,-49.938250,7.760,9.600,,,ic
IC4662,IC4662,galaxy,17.785797,-64.641750,11.800,2.090,0.830,106.000,ic
IC4665,IC4665,open_cluster,17.774217,5.648722,4.490,24.600,,,ic
IC4756,IC4756,open_cluster,18.647642,5.462167,4.960,24.000,,,ic
IC4901,IC4901,galaxy,19.906536,-58.713556,11.970,3.680,2.540,130.000,ic
IC4996,IC4996,open_cluster,20.275908,37.555278,7.870,6.000,,,ic
IC5052,IC5052,galaxy,20.868214,-69.201639,11.690,7.160,1.330,140.000,ic
IC5152,IC5152,galaxy,22.044864,-51.296444,10.400,5.130,3.600,103.000,ic
IC5201,IC5201,galaxy,22.349289,-46.035861,11.380,6.700,2.860,22.000,ic
IC5267,IC5267,galaxy,22.953769,-43.396139,11.390,5.580,4.060,138.000,ic
IC5325,IC5325,galaxy,23.478731,-41.333472,11.870,2.880,2.620,8.000,ic
IC5332,IC5332,galaxy,23.574303,-36.101083,11.270,6.070,5.770,0.000,ic
M002,NGC7089,globular_cluster,21.557503,-0.823306,6.250,8.400,,,messier
M003,NGC5272,globular_cluster,13.703119,28.375444,6.390,16.200,,,messier
M004,NGC6121,globular_cluster,16.393167,-26.525528,5.400,28.200,,,messier
M005,NGC5904,globular_cluster,15.309375,2.082694,7.340,15.000,,,messier
M006,Butterfly Cluster,open_cluster,17.672431,-32.254167,4.480,15.600,,,messier
M007,Ptolemy's Cluster,open_cluster,17.897550,-34.792833,3.450,22.200,,,messier
M009,NGC6333,globular_cluster,17.319939,-18.516250,9.360,6.900,,,messier
M010,NGC6254,globular_cluster,16.952497,-4.099333,4.980,9.300,,,messier
M011,Amas de l'Ecu de Sobieski,open_cluster,18.851664,-6.270028,6.320,9.000,,,messier
M012,NGC6218,globular_cluster,16.787367,-1.947833,8.520,11.100,,,messier
M013,Hercules Globular Cluster,globular_cluster,16.694897,36.461306,5.800,16.500,,,messier
M014,NGC6402,globular_cluster,17.626711,-3.245917,9.550,,,,messier
M015,NGC7078,globular_cluster,21.499550,12.166833,3.000,11.100,,,messier
M018,NGC6613,open_cluster,18.332914,-17.101972,7.240,6.000,,,messier
M019,NGC6273,globular_cluster,17.043800,-26.267944,8.450,7.500,,,messier
M021,NGC6531,open_cluster,18.070403,-22.490056,5.900,6.000,,,messier
M022,NGC6656,globular_cluster,18.606722,-23.903417,7.160,12.600,,,messier
M023,NGC6494,open_cluster,17.951325,-18.985333,6.030,16.800,,,messier
M025,IC4725,open_cluster,18.529658,-19.114944,5.290,14.100,,,messier
M026,NGC6694,open_cluster,18.755183,-9.383611,8.000,6.000,,,messier
M028,NGC6626,globular_cluster,18.409136,-24.869833,6.900,5.100,,,messier
M029,NGC6913,open_cluster,20.399381,38.507667,7.300,3.600,,,messier
M030,NGC7099,globular_cluster,21.672783,-23.179083,7.100,9.000,,,messier
M031,Andromeda Galaxy,galaxy,0.712319,41.269056,4.290,177.830,69.660,35.000,messier
M032,NGC0221,galaxy,0.711619,40.865278,8.890,7.740,4.860,170.000,messier
M033,Triangulum Galaxy,galaxy,1.564136,30.660222,6.350,62.090,36.730,23.000,messier
M034,NGC1039,open_cluster,2.702056,42.746139,5.370,22.500,,,messier
M035,NGC2168,open_cluster,6.151406,24.338639,5.310,24.000,,,messier
M036,NGC1960,open_cluster,5.604928,34.140750,6.090,7.200,,,messier
M037,NGC2099,open_cluster,5.871764,32.553000,6.190,11.400,,,messier
M038,NGC1912,open_cluster,5.478469,35.854917,6.690,9.600,,,messier
M039,NGC7092,open_cluster,21.530089,48.438167,4.660,19.500,,,messier
M041,NGC2287,open_cluster,6.766650,-20.754222,4.890,12.000,,,messier
M044,Beehive,open_cluster,8.672833,19.672056,3.460,108.600,,,messier
M045,Pleiades,open_cluster,3.791278,24.105278,1.200,150.000,150.000,90.000,messier
M046,NGC2437,open_cluster,7.696339,-14.810000,6.330,21.000,,,messier
M047,NGC2422,open_cluster,7.609728,-14.482611,4.420,19.800,,,messier
M048,NGC2548,open_cluster,8.228661,-5.750444,6.110,28.200,,,messier
M049,NGC4472,galaxy,12.496322,8.000472,9.350,10.210,8.380,156.000,messier
M050,NGC2323,open_cluster,7.044575,-8.364028,6.270,14.100,,,messier
M051,Whirlpool Galaxy,galaxy,13.497975,47.195167,8.610,13.710,11.670,163.000,messier
M052,NGC7654,open_cluster,23.413444,61.593167,6.900,9.900,,,messier
M053,NGC5024,globular_cluster,13.215342,18.169111,8.950,9.000,,,messier
M054,NGC6715,globular_cluster,18.917575,-30.478500,7.700,5.100,,,messier
M055,NGC6809,globular_cluster,19.666500,-30.962083,6.490,12.000,,,messier
M056,NGC6779,globular_cluster,19.276531,30.184500,8.900,5.800,,,messier
M058,NGC4579,galaxy,12.628756,11.818194,10.440,5.010,3.840,90.000,messier
M059,NGC4621,galaxy,12.700622,11.647028,10.570,4.550,3.210,165.000,messier
M060,NGC4649,galaxy,12.727772,11.552694,9.790,6.780,5.450,105.000,messier
M061,NGC4303,galaxy,12.365250,4.473639,10.160,6.890,6.560,20.000,messier
M062,NGC6266,globular_cluster,17.020167,-30.112361,8.550,7.800,,,messier
M063,Sunflower Galaxy,galaxy,13.263703,42.029278,9.320,11.830,7.160,103.000,messier
M064,Black Eye Galaxy,galaxy,12.945456,21.682972,9.270,10.520,5.330,114.000,messier
M065,NGC3623,galaxy,11.315533,13.092361,10.140,7.640,1.970,173.000,messier
M066,NGC3627,galaxy,11.337489,12.991528,9.730,10.280,4.610,168.000,messier
M067,NGC2682,open_cluster,8.855592,11.811944,7.600,33.000,,,messier
M068,NGC4590,globular_cluster,12.657781,-26.743028,10.260,6.600,,,messier
M069,NGC6637,globular_cluster,18.523119,-32.347972,9.320,5.700,,,messier
M070,NGC6681,globular_cluster,18.720178,-32.291889,9.760,6.600,,,messier
M071,NGC6838,globular_cluster,19.896142,18.778389,7.910,6.900,,,messier
M072,NGC6981,globular_cluster,20.891086,-12.537056,9.950,4.500,,,messier
M074,NGC0628,galaxy,1.611597,15.783667,9.710,9.890,9.330,87.000,messier
M075,NGC6864,globular_cluster,20.101344,-21.922222,8.260,3.600,,,messier
M077,NGC1068,galaxy,2.711308,-0.013278,9.740,6.110,5.610,12.000,messier
M079,NGC1904,globular_cluster,5.402942,-24.524222,9.210,7.200,,,messier
M080,NGC6093,globular_cluster,16.284031,-22.975111,7.300,5.700,,,messier
M081,Bode's Galaxy,galaxy,9.925881,69.065306,7.790,21.630,11.250,157.000,messier
M082,Cigar Galaxy,galaxy,9.931314,69.679389,8.940,10.990,5.110,66.000,messier
M083,Southern Pinwheel Galaxy,galaxy,13.616931,-29.865417,7.820,13.610,13.210,45.000,messier
